年度,科目,題號,題目
112,數學,24,24.圖(十五)為某機構於2020年繪製的四個國家65歲以上人口占總人口百分比之折線圖，其中2020年之後的數值為推估值。圖(十五)根據圖(十五)推測，下列哪一個國家從進入「高齡社會」到進入「超高齡社會」所花的時間最短？(A)法國(B)義大利(C)美國(D)韓國
112,數學,25,25.已知2019年我國進入「高齡社會」，預測2025年會進入「超高齡社會」。假設我國2019年與2025年總人口數皆為2300萬人，且2019年我國65歲以上人口占總人口的百分比恰好達到「高齡社會」的最低標準，則根據上述預測，關於我國65歲以上人口數，2025年與2019年相比至少增加了多少萬人？(A)138(B)161(C)322(D)460
112,社會,1,1.近年來，在政府與民間的努力下，開發出米麵包、米蛋糕、米布丁、米鳳梨酥、米冰淇淋等新米食。上述作法最可能達成下列何項效益？(A)降低稻米生產成本(B)減少水稻耕作人力(C)減輕稻米過剩壓力(D)確保米食安全管理
112,社會,2,2.交通部公路總局為了滿足部分地區民眾就學、就醫及洽公的需求，以及達成某項目的，推動「幸福巴士」政策。圖(一)為2019年8月時設有營運路線的行政區分布。根據上述及右圖資訊推論，該目的最可能為下列何者？(A)串連北中南的工業園區(B)降低高速公路的車流量(C)增加高鐵接駁的便利性(D)彌補公共運輸網的不足
112,社會,3,3.格陵蘭島位處北極圈附近，某研究針對島上居民進行「氣候變遷對人類心理影響」的抽樣調查，結果顯示大部分受訪者曾親身經歷全球暖化對生活帶來的影響，氣候變遷正為北極地區居民帶來前所未有的壓力和焦慮。下列何者最可能為當地居民擔憂的事情？(A)日益變薄的冰層讓雪橇通行變得危險(B)冰河侵蝕日漸增強導致耕地面積減少(C)海中珊瑚大量死亡造成觀光收益下滑(D)氣溫逐年變化使得冬天變長夏天變短
112,社會,4,4.表(一)為中國不同年分的人口普查部分資料。觀察表中幼年人口比例的變動，下列何者最可能是造成2010到2020年微幅變化的原因之一？表(一)單位：%年分1953196419821990200020102020年齡組成0-14歲36.2840.6933.5927.6922.8916.6017.9515-64歲59.3155.7561.5066.7470.1574.5368.5565歲以上4.413.564.915.576.968.8713.50(A)開放生育第二胎(B)實施一胎化政策(C)重男輕女觀念式微(D)嚴格限制人口移入
112,社會,5,5.清末一位知識分子提到：「今日多數的中國婦女終身只待在家中，不曾見過什麼人、沒去過其他城市、身邊沒有學習的夥伴而孤陋寡聞，只能學一些無關緊要的東西，而這些東西遠比不上有用的知識。這是因為現在還有毀壞人體的風俗，這樣的風俗沒有廢除，新式的女子學校就無法設立。這項風俗延續了數百年直到今日，是外國人眼中的笑柄。」上述「風俗」最可能是下列何者？(A)自幼纏足&剃度出家：是指剃髮並接受佛教戒律，成為僧侶。(B)吸食鴉片薙髮留辮：剃除大部分頭髮，僅在腦後編成髮辮的滿族髪式。(C)剃度出家(D)薙髮留辮
112,社會,6,6.表(二)為兩個雜誌社的成員，他們在某時期曾表(二)遭法院判刑入獄。隨著時局更迭，2019年政雜誌社成員府公告撤銷原本的有罪判決，讓他們獲得平自由中國雷震等人反。表中人員當時被判刑，最可能與下列何美麗島黃信介等人者有關？(A)受威爾遜的影響，主張民族自決(B)反對皇民化時期推動的統治措施(C)挑戰戒嚴時期對人民權利的限制(D)聲援六四天安門事件，發動遊行
112,社會,7,7.圖(二)是法國1750至2000年人民平均壽命曲線圖。下列何者最能合理解釋圖中甲、乙、丙、丁四個箭頭處，平均壽命變動的主要原因？(A)宗教改革後，教派間對立引發流血衝突(B)派遣移民前往殖民地，使國內人口減少(C)參與對外戰爭，造成青壯年人口減損(D)「經濟大恐慌」蔓延，社會嚴重失序圖(二)
112,社會,8,8.李科羅是一位天主教傳教士，1655年前往廈門傳教，並得到當地統治者「國姓爺」的關照；他也為國姓爺父子擔任使者，出使菲律賓。但1663年李科羅結束使者任務返回廈門時，卻遭當地的新統治者逮捕；他擔心被送往北京，因此在洪水氾濫期間，趁亂逃亡，最後輾轉逃到臺灣。李科羅逃亡的原因，最可能與下列何者有關？(A)日本與荷蘭互相合作(B)荷蘭與西班牙互相敵對(C)鄭氏政權與英國互相合作(D)清帝國與鄭氏政權互相敵對
112,社會,9,9.我國國民在面對新冠肺炎疫情時，可透過接種疫苗來降低染疫風險，但逾期停留或逾期居留的外國人卻無法接種疫苗，一旦染疫後，可能也無法得到適當的醫療服務，甚至危及他們的生命安全，因此有民間團體呼籲政府應將這些人納入公費疫苗施打對象。後來，政府基於防疫需求與風險控管，在國內疫苗供應充足的情況下，以專案方式為這些人施打疫苗。上述民間團體的呼籲隱含下列哪一觀點？(A)公民參政權應受到重視(B)政府應得到人民定期授權(C)基本人權應受到普遍性保障(D)國家權力應受制衡以免遭濫用
112,社會,10,10.圖(三)為某島國周邊範圍的示意圖，甲(cid:20)(cid:21)(cid:15402)區塊為該國的土地，乙、丙區塊為環繞在甲周圍的海域，而丁、戊、己區塊則(cid:1176)(cid:909)分別為甲、乙、丙所對應大氣層內的空中領域。根據圖中內容判斷，該國完整(cid:908)(cid:1145)(cid:1063)(cid:961)的領土範圍應為下列何者？(cid:21)(cid:19)(cid:19)(cid:15402)(A)甲、丁(B)甲、乙、丁圖(三)(C)甲、乙、丁、戊(D)甲、乙、丙、丁、戊
112,社會,11,11.圖(四)是小強在網路上張貼的問題(cid:12942)(cid:3)(cid:3)(cid:3)(cid:9229)(cid:8702)及四位網友的回答，根據圖中內(cid:955)(cid:2990)(cid:506)(cid:1237)(cid:5090)(cid:1255)(cid:3058)(cid:2107)(cid:4153)(cid:3454)(cid:1378)(cid:4675)(cid:1506)(cid:3521)(cid:951)(cid:1806)(cid:3794)(cid:500)(cid:2509)(cid:1498)(cid:3763)(cid:2425)(cid:1035)(cid:4108)(cid:5396)(cid:3838)(cid:500)(cid:1498)(cid:4160)(cid:2139)(cid:4662)(cid:2366)(cid:1539)(cid:4957)(cid:5357)(cid:507)容判斷，下列何者的回答可以給小強適當的協助？(cid:19568)(cid:8841)(cid:9628)(cid:18962)(A)小臻(B)小康(C)小芬(D)小俊圖(四)
112,社會,12,12.某日，小晴沒來上課，班上同學們問《紀念日及節日實施辦法》第4條：了老師才知道，因為小晴是太魯閣族下列民俗節日，除春節放假三日的原住民，所以他今天放假和家人一外，其餘均放假一日：起返回部落參與感恩祭。老師也藉機一、春節。以圖(五)中的法律規範，向同學們說明小晴可以放假的依據。根據上述內六、原住民族歲時祭儀：各該原住容判斷，主管機關將原住民族的傳統民族放假日期，由行政院原住祭儀納入法律規範的原因，其主要考民族委員會參酌各該原住民族量最可能是下列何者？習俗公告，並刊登政府公報。(A)落實部落自治，提升地方行政效率(B)推動觀光發展，增加青年工作機會圖(五)(C)凝聚居民認同，改善社區生活環境(D)尊重多元文化，促進部落文化傳承
112,社會,13,13.棗椰樹屬於棕櫚科植物，主要分布在熱帶乾燥地區，其果實稱為椰棗，既可作糧食，又是製糖的原料。全球有上億棵棗椰樹，其中前兩大分布區為西亞和甲地區，椰棗也成為這些地區重要的出口農產品。上述甲地區最可能為下列何者？(A)北非(B)南歐(C)中美洲(D)東南亞
112,社會,14,14.圖(六)的詩為唐代詩人登上今湖北襄陽的一座山頭，見石碑碑文有感而發之作。詩中「水落魚梁淺」指山腳下的魚梁沙洲因水位變化而露出水面，作者藉以說明環境與世事的變化。關於形成「水落魚梁淺」現象的原因，下列推論何者最為適切？圖(六)(A)沙洲上游融冰增加造成水位升降(B)季節性降水差異產生的水位變化(C)海平面上升海水入侵內陸造成水位改變(D)在沙洲下游河段興築大型堤壩導致水位的變化
112,社會,15,15.圖(七)為跨太平洋夥伴全面進步協定(CPTPP)的11個成員國。該協定於2018年12月30日生效，各成員國之間將8階段性的廢除關稅，以促進1貿易往來。此協定生效後，2593下列何者最可能因關稅劣勢而受到衝擊？4106(A)臺灣的紡織品出口至越南711(B)加拿大的小麥出口至日本(cid:38)(cid:51)(cid:55)(cid:51)(cid:51)(cid:12494)(cid:9119)(cid:9673)(C)墨西哥的汽車出口至智利圖(七)(D)馬來西亞的石油出口至印度
112,社會,16,16.某地區於2017年入選為世界遺產，該地區涵蓋了森林、谷地、潟湖及珊瑚礁等景觀，遺產的中心是玻里尼西亞普遍可見的毛利集會中心，此遺產是毛利文化極具代表性的見證。根據上文描述判斷，該遺產最可能位於下列何處？(A)(11.88°N，2.49°E)(B)(49.93°N，115.43°E)(C)(16.84°S，151.37°W)(D)(42.85°S，71.87°W)
112,社會,17,17.《周成過臺灣》是著名的民間傳說，其時代背景符合史實。故事描述周成拋下故鄉泉州的妻兒，獨自來臺經商。適逢淡水、雞籠開港通商，周成在大稻埕從事新興商品出口而致富。後來周成移情別戀，謀殺了來臺灣探視的妻子，最終受到報應而死。根據上述內容，周成最有可能從事下列何種商品的貿易？(A)茶葉(B)鹿皮(C)蔗糖(D)鴉片
112,社會,18,18.以下是某歷史人物在其著作中的相關內容：「我們可以假設人類在社會形成以前，所有人都是平等的。然而人們為了解決集體生活所產生的問題，透過公眾的協商形成公意，且將全部的權力，託付由公意組成的政府，因為能夠代表公意的政府，是不受私念限制、必然公正的。政府依循公意制定法律、建立秩序，人們只要守法、服從公意，就能得到真正的自由。」上述內容最可能與下列何者有關？(A)盧梭關於主權在民的主張(B)希特勒針對種族主義的論述(C)馬克思對於工廠制度的批評(D)孟德斯鳩闡明三權分立的觀點
112,社會,19,19.圖(八)是霞喀羅國家步道的介紹圖，其舊名為「霞喀羅、薩克亞金警備道路」。此道路的開闢，是因為過去臺灣統治者為達到某一目的而下令修築。根據圖中內容判斷，統治者最初開闢這條道路的目的，最可能與下列何者有關？(cid:23076)(cid:10909)(cid:10838)(cid:8909)(cid:26766)(cid:9702)(cid:12542)(cid:24376)(cid:23711)(cid:261)(cid:17722)(cid:17084)(cid:16236)(cid:20664)(cid:433)(cid:24715)(cid:14621)(cid:14475)(cid:25889)(cid:9710)(cid:24376)(cid:23711)(cid:261)(cid:12604)(cid:8430)(cid:19707)(cid:17953)(cid:11610)(cid:10950)(cid:23457)(cid:11006)(cid:17373)(cid:17376)(cid:17730)(cid:24592)(cid:17332)(cid:14883)(cid:24337)(cid:24714)(cid:18633)(cid:19)(cid:78)(cid:80)(cid:21)(cid:21)(cid:78)(cid:80)(cid:11)(cid:20)(cid:15)(cid:26)(cid:21)(cid:28)(cid:12)(cid:11)(cid:21)(cid:15)(cid:19)(cid:23)(cid:22)(cid:12)(cid:11)(cid:20)(cid:15)(cid:25)(cid:23)(cid:24)(cid:12)(cid:11)(cid:20)(cid:15)(cid:24)(cid:19)(cid:19)(cid:12)(cid:28875)(cid:12714)(cid:21789)(cid:8229)(cid:13366)(cid:10773)(cid:16248)(cid:15413)(cid:12690)(cid:27030)(cid:11620)(cid:28629)(cid:9324)(cid:7691)(cid:16248)(cid:8234)(cid:11000)(cid:434)圖(八)(A)劃界封山的施行(B)新式製糖的推動(C)海運港口的整建(D)理蕃政策的實施
112,社會,20,20.「關於我的『政治主張』，因為和蔣委員長在意見上的衝突，已經沒有和解的跡象。我考慮了三種方法來解決此事，第一是辭職、第二是勸諫、第三是兵諫。第一個方法因為我的國難家仇，和東北軍部下們的反對而不可行。最近我試了第二個方法，但導致蔣委員長極端憤怒。因此我決定採取第三個方法，以武力拘禁蔣委員長。」上述「政治主張」最可能為下列何者？(A)立即停止內戰，聯合各黨派抗日&蔣委員長：此處指蔣中正。(B)反對洪憲帝制，起兵討伐袁世凱(C)終結軍閥混戰，完成中國的統一(D)攘外必先安內，全力剿滅共產黨
112,社會,21,21.雅加達自十七世紀以來一直是印尼的政治、經濟中心，不過由於人口過於集中加上大量開發，對環境已產生過多負荷。近年來，雅加達的民眾飽受交通壅塞、空氣汙染、地層下陷及水患之苦，因此印尼政府計畫將首都遷至婆羅洲。但有生態專家提出警告，該處是紅毛猩猩的棲息地，遷都計畫所需的開發過程必須謹慎評估，否則反而可能破壞環境，造成生態浩劫。上述討論內容與下列何項議題最相符？(A)歷史古都的文化保存(B)遷移首都的機會成本(C)都市人口結構的變化(D)群島國家國土的擴張
